"year","inundated_area","wetland_name","wetland_surface_water","wetland_surface_water_lagged"
2021,191115000,"lowbidgee floodplain",0.25488184111996,-0.410737923682276
2022,983376000,"lowbidgee floodplain",4.467023737342,0.25488184111996
2023,123422400,"lowbidgee floodplain",-0.105013239572136,4.467023737342
2024,72632700,"lowbidgee floodplain",-0.375042211421752,-0.105013239572136
1987,70231500,"lake cowal and nerang cowal",-0.214486631226116,NA
1988,40579200,"lake cowal and nerang cowal",-0.720810172139306,-0.214486631226116
1989,94247100,"lake cowal and nerang cowal",0.195588257708462,-0.720810172139306
1990,176046300,"lake cowal and nerang cowal",1.59233861393264,0.195588257708462
1991,123271200,"lake cowal and nerang cowal",0.691185060783385,1.59233861393264
1992,76707000,"lake cowal and nerang cowal",-0.103915171704144,0.691185060783385
1993,150651000,"lake cowal and nerang cowal",1.15870485808393,-0.103915171704144
1994,138619800,"lake cowal and nerang cowal",0.953267850316075,1.15870485808393
1995,96057900,"lake cowal and nerang cowal",0.226508310044558,0.953267850316075
1996,85969800,"lake cowal and nerang cowal",0.0542504240429206,0.226508310044558
1997,43617600,"lake cowal and nerang cowal",-0.668928414342756,0.0542504240429206
1998,103195800,"lake cowal and nerang cowal",0.348390484536394,-0.668928414342756
1999,94357800,"lake cowal and nerang cowal",0.197478499476524,0.348390484536394
2000,87235200,"lake cowal and nerang cowal",0.0758575779119813,0.197478499476524
2001,50270400,"lake cowal and nerang cowal",-0.555329494428036,0.0758575779119813
2002,609300,"lake cowal and nerang cowal",-1.40331039296353,-0.555329494428036
2003,4868100,"lake cowal and nerang cowal",-1.33058987226055,-1.40331039296353
2004,39600,"lake cowal and nerang cowal",-1.41303822255038,-1.33058987226055
2005,18198000,"lake cowal and nerang cowal",-1.10297710131129,-1.41303822255038
2006,135000,"lake cowal and nerang cowal",-1.41140923370961,-1.10297710131129
2007,137700,"lake cowal and nerang cowal",-1.41136313025186,-1.41140923370961
2008,156600,"lake cowal and nerang cowal",-1.41104040604755,-1.41136313025186
2009,6983100,"lake cowal and nerang cowal",-1.29447549701709,-1.41104040604755
2010,96040800,"lake cowal and nerang cowal",0.22621632147876,-1.29447549701709
2011,130137300,"lake cowal and nerang cowal",0.808426153860956,0.22621632147876
2012,156078000,"lake cowal and nerang cowal",1.2513728081767,0.808426153860956
2013,114013800,"lake cowal and nerang cowal",0.533111671951835,1.2513728081767
2014,59536800,"lake cowal and nerang cowal",-0.39710242740396,0.533111671951835
2015,38202300,"lake cowal and nerang cowal",-0.761396582785245,-0.39710242740396
2016,181786500,"lake cowal and nerang cowal",1.69035456512529,-0.761396582785245
2017,141064200,"lake cowal and nerang cowal",0.995006847405953,1.69035456512529
2018,85772700,"lake cowal and nerang cowal",0.0508848716266159,0.995006847405953
2019,360000,"lake cowal and nerang cowal",-1.40756727889648,0.0508848716266159
2020,70738200,"lake cowal and nerang cowal",-0.20583454898694,-1.40756727889648
2021,157055400,"lake cowal and nerang cowal",1.26806225988495,-0.20583454898694
2022,185673600,"lake cowal and nerang cowal",1.75672817647698,1.26806225988495
2023,150682500,"lake cowal and nerang cowal",1.15924273175777,1.75672817647698
2024,116794800,"lake cowal and nerang cowal",0.58059823344216,1.15924273175777
1987,120268800,"lindsay-walpolla-chowilla",-0.577951985112797,NA
1988,155187000,"lindsay-walpolla-chowilla",-0.374895326868745,-0.577951985112797
1989,387473400,"lindsay-walpolla-chowilla",0.975898818864458,-0.374895326868745
1990,557939700,"lindsay-walpolla-chowilla",1.96719611429286,0.975898818864458
1991,151755300,"lindsay-walpolla-chowilla",-0.394851382280997,1.96719611429286
1992,239509800,"lindsay-walpolla-chowilla",0.11545944461952,-0.394851382280997
1993,380210400,"lindsay-walpolla-chowilla",0.933662950210674,0.11545944461952
1994,149287500,"lindsay-walpolla-chowilla",-0.409202156983435,0.933662950210674
1995,193750200,"lindsay-walpolla-chowilla",-0.150642228965731,-0.409202156983435
1996,230022900,"lindsay-walpolla-chowilla",0.0602911309293672,-0.150642228965731
1997,141863400,"lindsay-walpolla-chowilla",-0.452374855933257,0.0602911309293672
1998,150718500,"lindsay-walpolla-chowilla",-0.400880591783991,-0.452374855933257
1999,143847900,"lindsay-walpolla-chowilla",-0.440834572118933,-0.400880591783991
2000,168582600,"lindsay-walpolla-chowilla",-0.296997102699858,-0.440834572118933
2001,146092500,"lindsay-walpolla-chowilla",-0.427781752240056,-0.296997102699858
2002,126657000,"lindsay-walpolla-chowilla",-0.540803261977164,-0.427781752240056
2003,143373600,"lindsay-walpolla-chowilla",-0.443592726119001,-0.540803261977164
2004,138922200,"lindsay-walpolla-chowilla",-0.469478550946958,-0.443592726119001
2005,149594400,"lindsay-walpolla-chowilla",-0.407417469101039,-0.469478550946958
2006,135432900,"lindsay-walpolla-chowilla",-0.48976956244271,-0.407417469101039
2007,120769200,"lindsay-walpolla-chowilla",-0.575042054137393,-0.48976956244271
2008,109944000,"lindsay-walpolla-chowilla",-0.637992863080108,-0.575042054137393
2009,126199800,"lindsay-walpolla-chowilla",-0.543461975889942,-0.637992863080108
2010,444125700,"lindsay-walpolla-chowilla",1.30534382805277,-0.543461975889942
2011,311105700,"lindsay-walpolla-chowilla",0.531804622720777,1.30534382805277
2012,230945400,"lindsay-walpolla-chowilla",0.0656556619541663,0.531804622720777
2013,157818600,"lindsay-walpolla-chowilla",-0.359592020803855,0.0656556619541663
2014,153608400,"lindsay-walpolla-chowilla",-0.384075217032157,-0.359592020803855
2015,148725900,"lindsay-walpolla-chowilla",-0.412467978797557,-0.384075217032157
2016,283477500,"lindsay-walpolla-chowilla",0.371140843794649,-0.412467978797557
2017,166221000,"lindsay-walpolla-chowilla",-0.310730302123344,0.371140843794649
2018,144019800,"lindsay-walpolla-chowilla",-0.439834937557239,-0.310730302123344
2019,141922800,"lindsay-walpolla-chowilla",-0.452029432472148,-0.439834937557239
2020,155212200,"lindsay-walpolla-chowilla",-0.374748783582214,-0.452029432472148
2021,199292400,"lindsay-walpolla-chowilla",-0.118413173306499,-0.374748783582214
2022,1064270700,"lindsay-walpolla-chowilla",4.9116170989189,-0.118413173306499
2023,223425900,"lindsay-walpolla-chowilla",0.0219281919910483,4.9116170989189
2024,155317500,"lindsay-walpolla-chowilla",-0.374136441992066,0.0219281919910483
1987,1899900,"booligal wetlands",-0.406195584329922,NA
1988,59717700,"booligal wetlands",-0.0439549172466087,-0.406195584329922
1989,180451800,"booligal wetlands",0.712469590840927,-0.0439549172466087
1990,314369100,"booligal wetlands",1.5514896173033,0.712469590840927
1991,25997400,"booligal wetlands",-0.255219682876734,1.5514896173033
1992,28359000,"booligal wetlands",-0.240423762599865,-0.255219682876734
1993,35198100,"booligal wetlands",-0.197575363901722,-0.240423762599865
1994,18644400,"booligal wetlands",-0.301287773068052,-0.197575363901722
1995,4560300,"booligal wetlands",-0.389527619261925,-0.301287773068052
1996,9585000,"booligal wetlands",-0.358046817849669,-0.389527619261925
1997,9187200,"booligal wetlands",-0.360539118445087,-0.358046817849669
1998,75555000,"booligal wetlands",0.0552690953723178,-0.360539118445087
1999,28161900,"booligal wetlands",-0.241658635519314,0.0552690953723178
2000,23798700,"booligal wetlands",-0.26899500042109,-0.241658635519314
2001,11220300,"booligal wetlands",-0.347801319700633,-0.26899500042109
2002,5361300,"booligal wetlands",-0.38450918593631,-0.347801319700633
2003,2871900,"booligal wetlands",-0.400105800069626,-0.38450918593631
2004,217800,"booligal wetlands",-0.416734294313714,-0.400105800069626
2005,4195800,"booligal wetlands",-0.391811288359536,-0.416734294313714
2006,466200,"booligal wetlands",-0.41517801611386,-0.391811288359536
2007,2196000,"booligal wetlands",-0.404340455606184,-0.41517801611386
2008,454500,"booligal wetlands",-0.415251319072549,-0.404340455606184
2009,4287600,"booligal wetlands",-0.391236142068286,-0.415251319072549
2010,39332700,"booligal wetlands",-0.171671226038942,-0.391236142068286
2011,24988500,"booligal wetlands",-0.261540653391357,-0.171671226038942
2012,118585800,"booligal wetlands",0.324866100051303,-0.261540653391357
2013,13448700,"booligal wetlands",-0.33383992541499,0.324866100051303
2014,3098700,"booligal wetlands",-0.39868485040889,-0.33383992541499
2015,7747200,"booligal wetlands",-0.369561021052934,-0.39868485040889
2016,222918300,"booligal wetlands",0.978531137435462,-0.369561021052934
2017,24204600,"booligal wetlands",-0.266451951623503,0.978531137435462
2018,3831300,"booligal wetlands",-0.394094957457148,-0.266451951623503
2019,4706100,"booligal wetlands",-0.388614151622881,-0.394094957457148
2020,17175600,"booligal wetlands",-0.310490113728056,-0.388614151622881
2021,100143900,"booligal wetlands",0.209323721090434,-0.310490113728056
2022,934917300,"booligal wetlands",5.43935449499407,0.209323721090434
2023,88198200,"booligal wetlands",0.134481400269214,5.43935449499407
2024,85815900,"booligal wetlands",0.119555790142357,0.134481400269214
1987,5504400,"hattah lakes",-0.558282714017742,NA
1988,3745800,"hattah lakes",-0.749128476557428,-0.558282714017742
1989,13550400,"hattah lakes",0.314880600774888,-0.749128476557428
1990,15300900,"hattah lakes",0.504847339843307,0.314880600774888
1991,10642500,"hattah lakes",-0.000688825410233302,0.504847339843307
1992,20580300,"hattah lakes",1.07777530456071,-0.000688825410233302
1993,21947400,"hattah lakes",1.22613493265579,1.07777530456071
1994,13214700,"hattah lakes",0.278449961354569,1.22613493265579
1995,11589300,"hattah lakes",0.102059251453508,0.278449961354569
1996,12734100,"hattah lakes",0.226294568726016,0.102059251453508
1997,9448200,"hattah lakes",-0.130295952784934,0.226294568726016
1998,2639700,"hattah lakes",-0.869164015022769,-0.130295952784934
1999,1299600,"hattah lakes",-1.01459356488029,-0.869164015022769
2000,3064500,"hattah lakes",-0.823064117418504,-1.01459356488029
2001,2658600,"hattah lakes",-0.867112960256477,-0.823064117418504
2002,167400,"hattah lakes",-1.1374615123086,-0.867112960256477
2003,11700,"hattah lakes",-1.15435829681186,-1.1374615123086
2004,7200,"hattah lakes",-1.15484664318479,-1.15435829681186
2005,1449900,"hattah lakes",-0.998282796024542,-1.15484664318479
2006,5671800,"hattah lakes",-0.540116228944875,-0.998282796024542
2007,4563900,"hattah lakes",-0.660347105959386,-0.540116228944875
2008,1908000,"hattah lakes",-0.948569135260622,-0.660347105959386
2009,4175100,"hattah lakes",-0.702540232580238,-0.948569135260622
2010,10941300,"hattah lakes",0.0317373737520881,-0.702540232580238
2011,12330000,"hattah lakes",0.182441064437214,0.0317373737520881
2012,5166900,"hattah lakes",-0.594908691987231,0.182441064437214
2013,15995700,"hattah lakes",0.580248019823163,-0.594908691987231
2014,30299400,"hattah lakes",2.13250580080742,0.580248019823163
2015,12422700,"hattah lakes",0.192500999719501,2.13250580080742
2016,19230300,"hattah lakes",0.93127139268275,0.192500999719501
2017,29450700,"hattah lakes",2.04040367487348,0.93127139268275
2018,10227600,"hattah lakes",-0.0457143609940591,2.04040367487348
2019,6768000,"hattah lakes",-0.421155052499973,-0.0457143609940591
2020,1209600,"hattah lakes",-1.02436049233882,-0.421155052499973
2021,14528700,"hattah lakes",0.421047102249115,-1.02436049233882
2022,39881700,"hattah lakes",3.17239056731717,0.421047102249115
2023,19125900,"hattah lakes",0.919941756830855,3.17239056731717
2024,11202300,"hattah lakes",0.0600614633818266,0.919941756830855
1987,14631300,"cuttaburra channels",-0.858150628823995,NA
1988,121361400,"cuttaburra channels",0.404355434365102,-0.858150628823995
1989,194793300,"cuttaburra channels",1.27297842808005,0.404355434365102
1990,385776000,"cuttaburra channels",3.53210511037702,1.27297842808005
1991,48785400,"cuttaburra channels",-0.454143152650294,3.53210511037702
1992,38618100,"cuttaburra channels",-0.57441173570477,-0.454143152650294
1993,30970800,"cuttaburra channels",-0.664871340043433,-0.57441173570477
1994,61578000,"cuttaburra channels",-0.302820001412238,-0.664871340043433
1995,20722500,"cuttaburra channels",-0.786098068842346,-0.302820001412238
1996,85127400,"cuttaburra channels",-0.0242550953129715,-0.786098068842346
1997,127466100,"cuttaburra channels",0.476567685304157,-0.0242550953129715
1998,165129300,"cuttaburra channels",0.922084164339627,0.476567685304157
1999,110270700,"cuttaburra channels",0.273163989824046,0.922084164339627
2000,187308900,"cuttaburra channels",1.18444576129408,0.273163989824046
2001,10602900,"cuttaburra channels",-0.905802410513986,1.18444576129408
2002,2806200,"cuttaburra channels",-0.998029261447944,-0.905802410513986
2003,21680100,"cuttaburra channels",-0.774770656930337,-0.998029261447944
2004,25870500,"cuttaburra channels",-0.725202583751472,-0.774770656930337
2005,24040800,"cuttaburra channels",-0.746846031511917,-0.725202583751472
2006,9791100,"cuttaburra channels",-0.915405160086009,-0.746846031511917
2007,186705000,"cuttaburra channels",1.17730225246612,-0.915405160086009
2008,116564400,"cuttaburra channels",0.347611914166787,1.17730225246612
2009,115458300,"cuttaburra channels",0.334527901723311,0.347611914166787
2010,290586600,"cuttaburra channels",2.40611352364252,0.334527901723311
2011,110303100,"cuttaburra channels",0.273547248121821,2.40611352364252
2012,129015000,"cuttaburra channels",0.494889561150555,0.273547248121821
2013,20895300,"cuttaburra channels",-0.784054024587547,0.494889561150555
2014,11327400,"cuttaburra channels",-0.89723232913319,-0.784054024587547
2015,54036000,"cuttaburra channels",-0.392034016283133,-0.89723232913319
2016,73060200,"cuttaburra channels",-0.166997519106404,-0.392034016283133
2017,6365700,"cuttaburra channels",-0.955924079011859,-0.166997519106404
2018,91800,"cuttaburra channels",-1.0301377899504,-0.955924079011859
2019,34078500,"cuttaburra channels",-0.62811048164854,-1.0301377899504
2020,174537000,"cuttaburra channels",1.03336746952405,-0.62811048164854
2021,88123500,"cuttaburra channels",0.0111856511673639,1.03336746952405
2022,122373900,"cuttaburra channels",0.416332256170562,0.0111856511673639
2023,50713200,"cuttaburra channels",-0.431339283932697,0.416332256170562
2024,41193900,"cuttaburra channels",-0.543942701031679,-0.431339283932697
1987,4403700,"pyap lagoon",-0.545600032462466,NA
1988,5573700,"pyap lagoon",-0.392493080533645,-0.545600032462466
1989,18837900,"pyap lagoon",1.34326865602556,-0.392493080533645
1990,18435600,"pyap lagoon",1.29062341947773,1.34326865602556
1991,5379300,"pyap lagoon",-0.417932389469511,1.29062341947773
1992,7925400,"pyap lagoon",-0.0847481071567144,-0.417932389469511
1993,23285700,"pyap lagoon",1.92531062251189,-0.0847481071567144
1994,4871700,"pyap lagoon",-0.484357251690938,1.92531062251189
1995,6496200,"pyap lagoon",-0.27177413766669,-0.484357251690938
1996,12610800,"pyap lagoon",0.528386348029011,-0.27177413766669
1997,5321700,"pyap lagoon",-0.425469962487545,0.528386348029011
1998,5648400,"pyap lagoon",-0.382717790525882,-0.425469962487545
1999,5090400,"pyap lagoon",-0.455738029138089,-0.382717790525882
2000,5944500,"pyap lagoon",-0.343969954230049,-0.455738029138089
2001,5349600,"pyap lagoon",-0.421818950556935,-0.343969954230049
2002,4491900,"pyap lagoon",-0.534058123778601,-0.421818950556935
2003,4154400,"pyap lagoon",-0.578223590681146,-0.534058123778601
2004,3951000,"pyap lagoon",-0.604840645401079,-0.578223590681146
2005,4272300,"pyap lagoon",-0.562795120909857,-0.604840645401079
2006,3906000,"pyap lagoon",-0.610729374321419,-0.562795120909857
2007,3885300,"pyap lagoon",-0.613438189624775,-0.610729374321419
2008,3888900,"pyap lagoon",-0.612967091311147,-0.613438189624775
2009,4410000,"pyap lagoon",-0.544775610413619,-0.612967091311147
2010,21635100,"pyap lagoon",1.70931204571385,-0.544775610413619
2011,18708300,"pyap lagoon",1.32630911673498,1.70931204571385
2012,10606500,"pyap lagoon",0.2661023619171,1.32630911673498
2013,5363100,"pyap lagoon",-0.420052331880833,0.2661023619171
2014,4976100,"pyap lagoon",-0.470695400595751,-0.420052331880833
2015,4507200,"pyap lagoon",-0.532055955945686,-0.470695400595751
2016,8377200,"pyap lagoon",-0.025625268796508,-0.532055955945686
2017,5943600,"pyap lagoon",-0.344087728808456,-0.025625268796508
2018,5066100,"pyap lagoon",-0.458917942755072,-0.344087728808456
2019,4568400,"pyap lagoon",-0.524047284614024,-0.458917942755072
2020,5190300,"pyap lagoon",-0.442665050934936,-0.524047284614024
2021,5815800,"pyap lagoon",-0.36081171894222,-0.442665050934936
2022,41358600,"pyap lagoon",4.29034193149855,-0.36081171894222
2023,10484100,"pyap lagoon",0.250085019253777,4.29034193149855
2024,5040000,"pyap lagoon",-0.462333405528869,0.250085019253777
1987,40500,"kiewa river",-1.44701965880288,NA
1988,82800,"kiewa river",-0.670464036620805,-1.44701965880288
1989,81900,"kiewa river",-0.686986496667232,-0.670464036620805
1990,137700,"kiewa river",0.337406026211248,-0.686986496667232
1991,75600,"kiewa river",-0.802643716992221,0.337406026211248
1992,129600,"kiewa river",0.188703885793404,-0.802643716992221
1993,224100,"kiewa river",1.92356219066825,0.188703885793404
1994,66600,"kiewa river",-0.967868317456492,1.92356219066825
1995,131400,"kiewa river",0.221748805886258,-0.967868317456492
1996,172800,"kiewa river",0.981781968021905,0.221748805886258
1997,94500,"kiewa river",-0.455672056017252,0.981781968021905
1998,81900,"kiewa river",-0.686986496667232,-0.455672056017252
1999,157500,"kiewa river",0.700900147232644,-0.686986496667232
2000,128700,"kiewa river",0.172181425746977,0.700900147232644
2001,100800,"kiewa river",-0.340014835692263,0.172181425746977
2002,66600,"kiewa river",-0.967868317456492,-0.340014835692263
2003,81000,"kiewa river",-0.703508956713659,-0.967868317456492
2004,108000,"kiewa river",-0.207835155320846,-0.703508956713659
2005,159300,"kiewa river",0.733945067325498,-0.207835155320846
2006,87300,"kiewa river",-0.587851736388669,0.733945067325498
2007,67500,"kiewa river",-0.951345857410065,-0.587851736388669
2008,62100,"kiewa river",-1.05048061768863,-0.951345857410065
2009,70200,"kiewa river",-0.901778477270784,-1.05048061768863
2010,157500,"kiewa river",0.700900147232644,-0.901778477270784
2011,97200,"kiewa river",-0.406104675877971,0.700900147232644
2012,81000,"kiewa river",-0.703508956713659,-0.406104675877971
2013,121500,"kiewa river",0.0400017453755603,-0.703508956713659
2014,108900,"kiewa river",-0.191312695274419,0.0400017453755603
2015,131400,"kiewa river",0.221748805886258,-0.191312695274419
2016,177300,"kiewa river",1.06439426825404,0.221748805886258
2017,121500,"kiewa river",0.0400017453755603,1.06439426825404
2018,87300,"kiewa river",-0.587851736388669,0.0400017453755603
2019,117000,"kiewa river",-0.0426105548565751,-0.587851736388669
2020,112500,"kiewa river",-0.125222855088711,-0.0426105548565751
2021,214200,"kiewa river",1.74181513015755,-0.125222855088711
2022,326700,"kiewa river",3.80712263596094,1.74181513015755
2023,165600,"kiewa river",0.849602287650488,3.80712263596094
2024,106200,"kiewa river",-0.2408800754137,0.849602287650488
1987,59751000,"currawinya lakes",-0.302584847771446,NA
1988,92734200,"currawinya lakes",0.66028154189961,-0.302584847771446
1989,81462600,"currawinya lakes",0.331233881338589,0.66028154189961
1990,145053900,"currawinya lakes",2.1876312425858,0.331233881338589
1991,107180100,"currawinya lakes",1.08199537132032,2.1876312425858
1992,73803600,"currawinya lakes",0.107647519842718,1.08199537132032
1993,56121300,"currawinya lakes",-0.408545340828185,0.107647519842718
1994,92982600,"currawinya lakes",0.667532991461638,-0.408545340828185
1995,89969400,"currawinya lakes",0.579569755470078,0.667532991461638
1996,72153900,"currawinya lakes",0.0594884363383781,0.579569755470078
1997,67046400,"currawinya lakes",-0.0896129269388332,0.0594884363383781
1998,119930400,"currawinya lakes",1.45421017546979,-0.0896129269388332
1999,85464900,"currawinya lakes",0.44807154873837,1.45421017546979
2000,128039400,"currawinya lakes",1.69093322095484,0.44807154873837
2001,92668500,"currawinya lakes",0.65836358603719,1.69093322095484
2002,53526600,"currawinya lakes",-0.484291460709806,0.65836358603719
2003,45839700,"currawinya lakes",-0.708692296613006,-0.484291460709806
2004,47917800,"currawinya lakes",-0.648027089950965,-0.708692296613006
2005,8441100,"currawinya lakes",-1.80045582958591,-0.648027089950965
2006,14240700,"currawinya lakes",-1.63115024633334,-1.80045582958591
2007,66178800,"currawinya lakes",-0.114940453669975,-1.63115024633334
2008,52995600,"currawinya lakes",-0.49979274781704,-0.114940453669975
2009,116505900,"currawinya lakes",1.35424001031212,-0.49979274781704
2010,113352300,"currawinya lakes",1.26217812891593,1.35424001031212
2011,100332000,"currawinya lakes",0.882081314372953,1.26217812891593
2012,101842200,"currawinya lakes",0.926168025840646,0.882081314372953
2013,69654600,"currawinya lakes",-0.0134727065375366,0.926168025840646
2014,46768500,"currawinya lakes",-0.681578180859335,-0.0134727065375366
2015,19754100,"currawinya lakes",-1.47019959409789,-0.681578180859335
2016,57724200,"currawinya lakes",-0.36175247245872,-1.47019959409789
2017,10145700,"currawinya lakes",-1.75069407063489,-0.36175247245872
2018,432900,"currawinya lakes",-2.03423625785739,-1.75069407063489
2019,47918700,"currawinya lakes",-0.648000816582987,-2.03423625785739
2020,89102700,"currawinya lakes",0.554268502106914,-0.648000816582987
2021,72075600,"currawinya lakes",0.0572026533242605,0.554268502106914
2022,66269700,"currawinya lakes",-0.112286843504161,0.0572026533242605
2023,46534500,"currawinya lakes",-0.68840925653371,-0.112286843504161
2024,52496100,"currawinya lakes",-0.514374467045032,-0.68840925653371
1987,2120400,"banrock station wetland complex",-0.778370129755866,NA
1988,2572200,"banrock station wetland complex",-0.559143958262837,-0.778370129755866
1989,3808800,"banrock station wetland complex",0.0408894274571293,-0.559143958262837
1990,7354800,"banrock station wetland complex",1.76150917981278,0.0408894274571293
1991,3117600,"banrock station wetland complex",-0.294500412595952,1.76150917981278
1992,4031100,"banrock station wetland complex",0.148755691120034,-0.294500412595952
1993,9903600,"banrock station wetland complex",2.99825921500852,0.148755691120034
1994,2752200,"banrock station wetland complex",-0.471802854082347,2.99825921500852
1995,3407400,"banrock station wetland complex",-0.153881234865363,-0.471802854082347
1996,4687200,"banrock station wetland complex",0.46711401585792,-0.153881234865363
1997,3032100,"banrock station wetland complex",-0.335987437081685,0.46711401585792
1998,2868300,"banrock station wetland complex",-0.415467841885931,-0.335987437081685
1999,3160800,"banrock station wetland complex",-0.273538547592634,-0.415467841885931
2000,2989800,"banrock station wetland complex",-0.3565125965641,-0.273538547592634
2001,2747700,"banrock station wetland complex",-0.473986381686859,-0.3565125965641
2002,3039300,"banrock station wetland complex",-0.332493792914465,-0.473986381686859
2003,2641500,"banrock station wetland complex",-0.525517633153348,-0.332493792914465
2004,2847600,"banrock station wetland complex",-0.425512068866687,-0.525517633153348
2005,2777400,"banrock station wetland complex",-0.459575099497078,-0.425512068866687
2006,2660400,"banrock station wetland complex",-0.516346817214396,-0.459575099497078
2007,1867500,"banrock station wetland complex",-0.901084381129455,-0.516346817214396
2008,2328300,"banrock station wetland complex",-0.6774911544274,-0.901084381129455
2009,2272500,"banrock station wetland complex",-0.704566896723352,-0.6774911544274
2010,6457500,"banrock station wetland complex",1.32611377547304,-0.704566896723352
2011,6932700,"banrock station wetland complex",1.55669429050953,1.32611377547304
2012,3564000,"banrock station wetland complex",-0.077894474228337,1.55669429050953
2013,2779200,"banrock station wetland complex",-0.458701688455273,-0.077894474228337
2014,3265200,"banrock station wetland complex",-0.22288070716795,-0.458701688455273
2015,3198600,"banrock station wetland complex",-0.255196915714732,-0.22288070716795
2016,3733200,"banrock station wetland complex",0.00420616370132353,-0.255196915714732
2017,2912400,"banrock station wetland complex",-0.394069271361711,0.00420616370132353
2018,3113100,"banrock station wetland complex",-0.296683940200464,-0.394069271361711
2019,2530800,"banrock station wetland complex",-0.579232412224349,-0.296683940200464
2020,2875500,"banrock station wetland complex",-0.411974197718711,-0.579232412224349
2021,3178800,"banrock station wetland complex",-0.264804437174585,-0.411974197718711
